,Unnamed: 0,winner_wickets,umpire3,team,team2,gender,season,date,competition,match_number,venue,city,toss_winner,toss_decision,player_of_match,umpire,umpire2,reserve_umpire,tv_umpire,match_referee,winner,winner_runs,outcome,eliminator,date2,neutralvenue,id
91,91,,,Deccan Chargers,Kolkata Knight Riders,male,2007/08,2008/05/11,Indian Premier League,32.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Kolkata Knight Riders,bat,SC Ganguly,IL Howell,AM Saheba,,BF Bowden,Talat Ali,Kolkata Knight Riders,23.0,,,,,91
92,92,3.0,,Rajasthan Royals,Delhi Daredevils,male,2007/08,2008/05/11,Indian Premier League,33.0,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,field,SR Watson,SJ Davis,RE Koertzen,,MSS Ranawat,FM Engineer,Rajasthan Royals,,,,,,92
93,93,9.0,,Kings XI Punjab,Royal Challengers Bangalore,male,2007/08,2008/05/12,Indian Premier League,34.0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Royal Challengers Bangalore,bat,SE Marsh,BR Doctrove,I Shivram,HS Sekhon,Jasbir Singh,CH Lloyd,Kings XI Punjab,,,,,,93
94,94,,,Kolkata Knight Riders,Delhi Daredevils,male,2007/08,2008/05/13,Indian Premier League,35.0,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,Shoaib Akhtar,Asad Rauf,IL Howell,,AV Jayaprakash,Talat Ali,Kolkata Knight Riders,23.0,,,,,94
95,95,9.0,,Mumbai Indians,Chennai Super Kings,male,2007/08,2008/05/14,Indian Premier League,36.0,Wankhede Stadium,Mumbai,Mumbai Indians,field,ST Jayasuriya,BR Doctrove,AM Saheba,RM Deshpande,RE Koertzen,J Srinath,Mumbai Indians,,,,,,95
96,96,,,Kings XI Punjab,Rajasthan Royals,male,2007/08,2008/05/28,Indian Premier League,56.0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Rajasthan Royals,field,SE Marsh,SJ Davis,K Hariharan,MS Mahal,DJ Harper,S Venkataraghavan,Kings XI Punjab,41.0,,,,,96
97,97,,,Delhi Daredevils,Deccan Chargers,male,2007/08,2008/05/15,Indian Premier League,37.0,Feroz Shah Kotla,Delhi,Deccan Chargers,field,A Mishra,BG Jerling,GA Pratapkumar,,Asad Rauf,CH Lloyd,Delhi Daredevils,12.0,,,,,97
98,98,8.0,,Mumbai Indians,Kolkata Knight Riders,male,2007/08,2008/05/16,Indian Premier League,38.0,Wankhede Stadium,Mumbai,Mumbai Indians,field,SM Pollock,BR Doctrove,DJ Harper,SN Bandekar,I Shivram,FM Engineer,Mumbai Indians,,,,,,98
99,99,,,Delhi Daredevils,Kings XI Punjab,male,2007/08,2008/05/17,Indian Premier League,40.0,Feroz Shah Kotla,Delhi,Delhi Daredevils,bat,DPMD Jayawardene,AV Jayaprakash,RE Koertzen,AK Chaudhary,BG Jerling,CH Lloyd,Kings XI Punjab,6.0,,,,,99
100,100,,,Rajasthan Royals,Royal Challengers Bangalore,male,2007/08,2008/05/17,Indian Premier League,39.0,Sawai Mansingh Stadium,Jaipur,Royal Challengers Bangalore,field,GC Smith,BF Bowden,SL Shastri,MSS Ranawat,SJ Davis,Talat Ali,Rajasthan Royals,65.0,,,,,100
101,101,,,Deccan Chargers,Mumbai Indians,male,2007/08,2008/05/18,Indian Premier League,42.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Deccan Chargers,field,DJ Bravo,BR Doctrove,DJ Harper,C Shamshuddin,I Shivram,S Venkataraghavan,Mumbai Indians,25.0,,,,,101
102,102,,,Kolkata Knight Riders,Chennai Super Kings,male,2007/08,2008/05/18,Indian Premier League,41.0,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,M Ntini,Asad Rauf,K Hariharan,S Banerjee,AM Saheba,FM Engineer,Chennai Super Kings,3.0,,,,,102
103,103,5.0,,Royal Challengers Bangalore,Delhi Daredevils,male,2007/08,2008/05/19,Indian Premier League,43.0,M Chinnaswamy Stadium,Bangalore,Delhi Daredevils,field,SP Goswami,SJ Davis,GA Pratapkumar,VN Kulkarni,SL Shastri,Talat Ali,Delhi Daredevils,,,,,,103
104,104,6.0,,Kolkata Knight Riders,Rajasthan Royals,male,2007/08,2008/05/20,Indian Premier League,44.0,Eden Gardens,Kolkata,Rajasthan Royals,field,YK Pathan,BG Jerling,RE Koertzen,AK Mitra,K Hariharan,FM Engineer,Rajasthan Royals,,,,,,104
105,105,,,Mumbai Indians,Kings XI Punjab,male,2007/08,2008/05/21,Indian Premier League,45.0,Wankhede Stadium,Mumbai,Mumbai Indians,field,SE Marsh,BF Bowden,GA Pratapkumar,,SL Shastri,Talat Ali,Kings XI Punjab,1.0,,,,,105
106,106,,,Chennai Super Kings,Royal Challengers Bangalore,male,2007/08,2008/05/21,Indian Premier League,46.0,"MA Chidambaram Stadium, Chepauk",Chennai,Royal Challengers Bangalore,bat,A Kumble,DJ Harper,I Shivram,S Ravi,BR Doctrove,J Srinath,Royal Challengers Bangalore,14.0,,,,,106
107,107,6.0,,Kings XI Punjab,Deccan Chargers,male,2007/08,2008/05/23,Indian Premier League,48.0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Kings XI Punjab,field,SE Marsh,Asad Rauf,SJ Davis,HS Sekhon,AM Saheba,Talat Ali,Kings XI Punjab,,,,,,107
108,108,5.0,,Delhi Daredevils,Mumbai Indians,male,2007/08,2008/05/24,Indian Premier League,50.0,Feroz Shah Kotla,Delhi,Delhi Daredevils,field,KD Karthik,BF Bowden,K Hariharan,,BG Jerling,CH Lloyd,Delhi Daredevils,,,,,,108
109,109,,,Chennai Super Kings,Rajasthan Royals,male,2007/08,2008/05/24,Indian Premier League,49.0,"MA Chidambaram Stadium, Chepauk",Chennai,Rajasthan Royals,bat,JA Morkel,DJ Harper,SL Shastri,,AV Jayaprakash,J Srinath,Rajasthan Royals,10.0,,,,,109
110,110,,,Royal Challengers Bangalore,Deccan Chargers,male,2007/08,2008/05/03,Indian Premier League,21.0,M Chinnaswamy Stadium,Bangalore,Deccan Chargers,field,P Kumar,BR Doctrove,SL Shastri,CK Nandan,SK Tarapore,Talat Ali,Royal Challengers Bangalore,3.0,,,,,110
111,111,3.0,,Kolkata Knight Riders,Kings XI Punjab,male,2007/08,2008/05/25,Indian Premier League,52.0,Eden Gardens,Kolkata,Kings XI Punjab,bat,Umar Gul,SJ Davis,I Shivram,,BR Doctrove,S Venkataraghavan,Kolkata Knight Riders,,,,,,111
112,112,5.0,,Rajasthan Royals,Mumbai Indians,male,2007/08,2008/05/26,Indian Premier League,53.0,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,field,Sohail Tanvir,BF Bowden,K Hariharan,MSS Ranawat,SL Shastri,CH Lloyd,Rajasthan Royals,,,,,,112
113,113,7.0,,Deccan Chargers,Chennai Super Kings,male,2007/08,2008/05/27,Indian Premier League,54.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Deccan Chargers,bat,SK Raina,BG Jerling,AM Saheba,,GA Pratapkumar,Talat Ali,Chennai Super Kings,,,,,,113
114,114,,,Delhi Daredevils,Rajasthan Royals,male,2007/08,2008/05/30,Indian Premier League,,Wankhede Stadium,Mumbai,Delhi Daredevils,field,SR Watson,BF Bowden,RE Koertzen,,BR Doctrove,J Srinath,Rajasthan Royals,105.0,,,,,114
115,115,9.0,,Chennai Super Kings,Kings XI Punjab,male,2007/08,2008/05/31,Indian Premier League,,Wankhede Stadium,Mumbai,Kings XI Punjab,bat,M Ntini,Asad Rauf,DJ Harper,,K Hariharan,S Venkataraghavan,Chennai Super Kings,,,,,,115
116,116,3.0,,Chennai Super Kings,Rajasthan Royals,male,2007/08,2008/06/01,Indian Premier League,,Dr DY Patil Sports Academy,Mumbai,Rajasthan Royals,field,YK Pathan,BF Bowden,RE Koertzen,MR Singh,DJ Harper,J Srinath,Rajasthan Royals,,,,,,116
117,117,,,Chennai Super Kings,Mumbai Indians,male,2009,2009/04/18,Indian Premier League,1.0,Newlands,Cape Town,Chennai Super Kings,field,SR Tendulkar,BR Doctrove,K Hariharan,EC Hendrikse,RB Tiffin,GR Viswanath,Mumbai Indians,,,,,True,117
118,118,,,Royal Challengers Bangalore,Rajasthan Royals,male,2009,2009/04/18,Indian Premier League,2.0,Newlands,Cape Town,Royal Challengers Bangalore,bat,R Dravid,BR Doctrove,RB Tiffin,EC Hendrikse,K Hariharan,GR Viswanath,Royal Challengers Bangalore,,,,,True,118
119,119,,,Delhi Daredevils,Kings XI Punjab,male,2009,2009/04/19,Indian Premier League,3.0,Newlands,Cape Town,Delhi Daredevils,field,DL Vettori,MR Benson,SD Ranade,MW Brown,AL Hill,Yashpal Sharma,Delhi Daredevils,,,,,True,119
120,120,,,Deccan Chargers,Kolkata Knight Riders,male,2009,2009/04/19,Indian Premier League,4.0,Newlands,Cape Town,Kolkata Knight Riders,bat,RP Singh,MR Benson,BR Doctrove,MW Brown,SD Ranade,Yashpal Sharma,Deccan Chargers,,,,,True,120
121,121,,,Royal Challengers Bangalore,Chennai Super Kings,male,2009,2009/04/20,Indian Premier League,5.0,St George's Park,Port Elizabeth,Chennai Super Kings,bat,M Muralitharan,BG Jerling,SJA Taufel,S George,RB Tiffin,GR Viswanath,Chennai Super Kings,,,,,True,121
122,122,,,Kings XI Punjab,Kolkata Knight Riders,male,2009,2009/04/21,Indian Premier League,6.0,Kingsmead,Durban,Kolkata Knight Riders,field,CH Gayle,DJ Harper,SD Ranade,EC Hendrikse,TH Wijewardene,D Govindjee,Kolkata Knight Riders,,,,,True,122
123,123,,,Royal Challengers Bangalore,Deccan Chargers,male,2009,2009/04/22,Indian Premier League,8.0,Newlands,Cape Town,Deccan Chargers,bat,AC Gilchrist,M Erasmus,AM Saheba,,MR Benson,Yashpal Sharma,Deccan Chargers,24.0,,,,True,123
124,124,,,Chennai Super Kings,Delhi Daredevils,male,2009,2009/04/23,Indian Premier League,9.0,Kingsmead,Durban,Delhi Daredevils,bat,AB de Villiers,BR Doctrove,SJA Taufel,ZTA Ndamane,SD Ranade,D Govindjee,Delhi Daredevils,,,,,True,124
125,125,,,Kolkata Knight Riders,Rajasthan Royals,male,2009,2009/04/23,Indian Premier League,10.0,Newlands,Cape Town,Kolkata Knight Riders,field,YK Pathan,MR Benson,M Erasmus,EC Hendrikse,AM Saheba,GR Viswanath,,,tie,,,True,125
126,126,,,Royal Challengers Bangalore,Kings XI Punjab,male,2009,2009/04/24,Indian Premier League,11.0,Kingsmead,Durban,Royal Challengers Bangalore,bat,RS Bopara,BR Doctrove,TH Wijewardene,ZTA Ndamane,SJA Taufel,D Govindjee,Kings XI Punjab,,,,,True,126
127,127,,,Deccan Chargers,Mumbai Indians,male,2009,2009/04/25,Indian Premier League,12.0,Kingsmead,Durban,Deccan Chargers,bat,PP Ojha,HDPK Dharmasena,SJA Taufel,ZTA Ndamane,SD Ranade,D Govindjee,Deccan Chargers,,,,,True,127
128,128,,,Royal Challengers Bangalore,Delhi Daredevils,male,2009,2009/04/26,Indian Premier League,14.0,St George's Park,Port Elizabeth,Royal Challengers Bangalore,bat,TM Dilshan,S Asnani,BG Jerling,S George,BR Doctrove,Yashpal Sharma,Delhi Daredevils,,,,,True,128
129,129,,,Kings XI Punjab,Rajasthan Royals,male,2009,2009/04/26,Indian Premier League,15.0,Newlands,Cape Town,Kings XI Punjab,bat,KC Sangakkara,M Erasmus,K Hariharan,EC Hendrikse,MR Benson,GR Viswanath,Kings XI Punjab,,,,,True,129
130,130,,,Chennai Super Kings,Deccan Chargers,male,2009,2009/04/27,Indian Premier League,16.0,Kingsmead,Durban,Deccan Chargers,field,HH Gibbs,IL Howell,TH Wijewardene,MW Brown,SD Ranade,D Govindjee,Deccan Chargers,,,,,True,130
131,131,,,Kolkata Knight Riders,Mumbai Indians,male,2009,2009/04/27,Indian Premier League,17.0,St George's Park,Port Elizabeth,Mumbai Indians,bat,SR Tendulkar,BG Jerling,RB Tiffin,S George,S Asnani,Yashpal Sharma,Mumbai Indians,,,,,True,131
132,132,,,Delhi Daredevils,Rajasthan Royals,male,2009,2009/04/28,Indian Premier League,18.0,SuperSport Park,Centurion,Delhi Daredevils,bat,YK Pathan,GAV Baxter,RE Koertzen,JD Cloete,DJ Harper,J Srinath,Rajasthan Royals,,,,,True,132
133,133,,,Royal Challengers Bangalore,Kolkata Knight Riders,male,2009,2009/04/29,Indian Premier League,19.0,Kingsmead,Durban,Kolkata Knight Riders,bat,MV Boucher,MR Benson,TH Wijewardene,ZTA Ndamane,SL Shastri,D Govindjee,Royal Challengers Bangalore,,,,,True,133
134,134,,,Kings XI Punjab,Mumbai Indians,male,2009,2009/04/29,Indian Premier League,20.0,Kingsmead,Durban,Kings XI Punjab,bat,KC Sangakkara,MR Benson,SL Shastri,ZTA Ndamane,TH Wijewardene,D Govindjee,Kings XI Punjab,,,,,True,134
135,135,,,Deccan Chargers,Delhi Daredevils,male,2009,2009/04/30,Indian Premier League,21.0,SuperSport Park,Centurion,Delhi Daredevils,field,DP Nannes,GAV Baxter,AM Saheba,JD Cloete,RE Koertzen,GR Viswanath,Delhi Daredevils,,,,,True,135
136,136,,,Chennai Super Kings,Rajasthan Royals,male,2009,2009/04/30,Indian Premier League,22.0,SuperSport Park,Centurion,Rajasthan Royals,field,SK Raina,GAV Baxter,RE Koertzen,JD Cloete,AM Saheba,GR Viswanath,Chennai Super Kings,,,,,True,136
137,137,,,Kolkata Knight Riders,Mumbai Indians,male,2009,2009/05/01,Indian Premier League,23.0,Buffalo Park,East London,Mumbai Indians,bat,JP Duminy,M Erasmus,SK Tarapore,S George,BR Doctrove,Yashpal Sharma,Mumbai Indians,,,,,True,137
138,138,,,Royal Challengers Bangalore,Kings XI Punjab,male,2009,2009/05/01,Indian Premier League,24.0,Kingsmead,Durban,Royal Challengers Bangalore,bat,Yuvraj Singh,HDPK Dharmasena,S Ravi,EC Hendrikse,SJA Taufel,D Govindjee,Royal Challengers Bangalore,,,,,True,138
139,139,,,Deccan Chargers,Rajasthan Royals,male,2009,2009/05/02,Indian Premier League,25.0,St George's Park,Port Elizabeth,Deccan Chargers,bat,YK Pathan,S Asnani,BG Jerling,S George,MR Benson,S Venkataraghavan,Rajasthan Royals,,,,,True,139
140,140,,,Chennai Super Kings,Delhi Daredevils,male,2009,2009/05/02,Indian Premier League,26.0,New Wanderers Stadium,Johannesburg,Delhi Daredevils,field,SB Jakati,DJ Harper,RE Koertzen,KH Hurter,SS Hazare,GR Viswanath,Chennai Super Kings,,,,,True,140
141,141,,,Kings XI Punjab,Kolkata Knight Riders,male,2009,2009/05/03,Indian Premier League,27.0,St George's Park,Port Elizabeth,Kolkata Knight Riders,bat,DPMD Jayawardene,S Asnani,MR Benson,S George,BG Jerling,S Venkataraghavan,Kings XI Punjab,,,,,True,141
142,142,,,Royal Challengers Bangalore,Mumbai Indians,male,2009,2009/05/03,Indian Premier League,28.0,New Wanderers Stadium,Johannesburg,Mumbai Indians,bat,JH Kallis,RE Koertzen,TH Wijewardene,ZTA Ndamane,K Hariharan,GR Viswanath,Royal Challengers Bangalore,,,,,True,142
143,143,,,Chennai Super Kings,Deccan Chargers,male,2009,2009/05/04,Indian Premier League,29.0,Buffalo Park,East London,Chennai Super Kings,bat,MS Dhoni,BR Doctrove,M Erasmus,S George,SK Tarapore,Yashpal Sharma,Chennai Super Kings,,,,,True,143
144,144,,,Kings XI Punjab,Rajasthan Royals,male,2009,2009/05/05,Indian Premier League,30.0,Kingsmead,Durban,Kings XI Punjab,field,GC Smith,SS Hazare,IL Howell,KH Hurter,GAV Baxter,J Srinath,Rajasthan Royals,,,,,True,144
145,145,,,Delhi Daredevils,Kolkata Knight Riders,male,2009,2009/05/05,Indian Premier League,31.0,Kingsmead,Durban,Kolkata Knight Riders,bat,G Gambhir,GAV Baxter,IL Howell,KH Hurter,S Ravi,J Srinath,Delhi Daredevils,,,,,True,145
146,146,,,Deccan Chargers,Mumbai Indians,male,2009,2009/05/06,Indian Premier League,32.0,SuperSport Park,Centurion,Deccan Chargers,bat,RG Sharma,MR Benson,HDPK Dharmasena,JD Cloete,K Hariharan,GR Viswanath,Deccan Chargers,,,,,True,146
147,147,,,Royal Challengers Bangalore,Rajasthan Royals,male,2009,2009/05/07,Indian Premier League,33.0,SuperSport Park,Centurion,Rajasthan Royals,field,A Singh,K Hariharan,DJ Harper,JD Cloete,TH Wijewardene,S Venkataraghavan,Rajasthan Royals,,,,,True,147
148,148,,,Chennai Super Kings,Kings XI Punjab,male,2009,2009/05/07,Indian Premier League,34.0,SuperSport Park,Centurion,Chennai Super Kings,bat,ML Hayden,DJ Harper,TH Wijewardene,JD Cloete,K Hariharan,S Venkataraghavan,Chennai Super Kings,,,,,True,148
149,149,,,Delhi Daredevils,Mumbai Indians,male,2009,2009/05/08,Indian Premier League,35.0,Buffalo Park,East London,Mumbai Indians,bat,A Nehra,M Erasmus,SK Tarapore,S George,BG Jerling,Yashpal Sharma,Delhi Daredevils,,,,,True,149
150,150,,,Deccan Chargers,Kings XI Punjab,male,2009,2009/05/09,Indian Premier League,36.0,De Beers Diamond Oval,Kimberley,Kings XI Punjab,field,DPMD Jayawardene,GAV Baxter,AM Saheba,KH Hurter,HDPK Dharmasena,J Srinath,Kings XI Punjab,,,,,True,150
151,151,,,Chennai Super Kings,Rajasthan Royals,male,2009,2009/05/09,Indian Premier League,37.0,De Beers Diamond Oval,Kimberley,Rajasthan Royals,bat,S Badrinath,GAV Baxter,HDPK Dharmasena,KH Hurter,AM Saheba,J Srinath,Chennai Super Kings,,,,,True,151
152,152,,,Royal Challengers Bangalore,Mumbai Indians,male,2009,2009/05/10,Indian Premier League,38.0,St George's Park,Port Elizabeth,Mumbai Indians,bat,JP Duminy,BR Doctrove,BG Jerling,S George,IL Howell,Yashpal Sharma,Mumbai Indians,,,,,True,152
153,153,,,Delhi Daredevils,Kolkata Knight Riders,male,2009,2009/05/10,Indian Premier League,39.0,New Wanderers Stadium,Johannesburg,Delhi Daredevils,field,A Mishra,SL Shastri,RB Tiffin,ZTA Ndamane,S Ravi,S Venkataraghavan,Delhi Daredevils,,,,,True,153
154,154,,,Deccan Chargers,Rajasthan Royals,male,2009,2009/05/11,Indian Premier League,40.0,De Beers Diamond Oval,Kimberley,Deccan Chargers,bat,DR Smith,GAV Baxter,HDPK Dharmasena,KH Hurter,S Asnani,J Srinath,Deccan Chargers,,,,,True,154
155,155,,,Royal Challengers Bangalore,Kolkata Knight Riders,male,2009,2009/05/12,Indian Premier League,41.0,SuperSport Park,Centurion,Royal Challengers Bangalore,field,LRPL Taylor,M Erasmus,SS Hazare,JD Cloete,RE Koertzen,Yashpal Sharma,Royal Challengers Bangalore,,,,,True,155
156,156,,,Kings XI Punjab,Mumbai Indians,male,2009,2009/05/12,Indian Premier League,42.0,SuperSport Park,Centurion,Kings XI Punjab,bat,Harbhajan Singh,SS Hazare,RE Koertzen,JD Cloete,M Erasmus,Yashpal Sharma,Mumbai Indians,,,,,True,156
157,157,,,Deccan Chargers,Delhi Daredevils,male,2009,2009/05/13,Indian Premier League,43.0,Kingsmead,Durban,Deccan Chargers,field,R Bhatia,DJ Harper,SL Shastri,MW Brown,RB Tiffin,D Govindjee,Delhi Daredevils,,,,,True,157
158,158,,,Royal Challengers Bangalore,Chennai Super Kings,male,2009,2009/05/14,Indian Premier League,44.0,Kingsmead,Durban,Chennai Super Kings,bat,LRPL Taylor,BR Doctrove,DJ Harper,MW Brown,SL Shastri,D Govindjee,Royal Challengers Bangalore,,,,,True,158
159,159,,,Mumbai Indians,Rajasthan Royals,male,2009,2009/05/14,Indian Premier League,45.0,Kingsmead,Durban,Rajasthan Royals,bat,SK Warne,BR Doctrove,DJ Harper,MW Brown,SL Shastri,D Govindjee,Rajasthan Royals,,,,,True,159
160,160,,,Delhi Daredevils,Kings XI Punjab,male,2009,2009/05/15,Indian Premier League,46.0,OUTsurance Oval,Bloemfontein,Kings XI Punjab,field,B Lee,HDPK Dharmasena,IL Howell,ZTA Ndamane,S Asnani,J Srinath,Kings XI Punjab,,,,,True,160
161,161,,,Chennai Super Kings,Mumbai Indians,male,2009,2009/05/16,Indian Premier League,47.0,St George's Park,Port Elizabeth,Mumbai Indians,bat,ML Hayden,SK Tarapore,SJA Taufel,S George,BG Jerling,Yashpal Sharma,Chennai Super Kings,,,,,True,161
162,162,,,Deccan Chargers,Kolkata Knight Riders,male,2009,2009/05/16,Indian Premier League,48.0,New Wanderers Stadium,Johannesburg,Deccan Chargers,field,RG Sharma,RE Koertzen,S Ravi,KH Hurter,SL Shastri,S Venkataraghavan,Deccan Chargers,,,,,True,162
163,163,,,Deccan Chargers,Kings XI Punjab,male,2009,2009/05/17,Indian Premier League,49.0,New Wanderers Stadium,Johannesburg,Deccan Chargers,field,Yuvraj Singh,S Ravi,RB Tiffin,KH Hurter,GAV Baxter,S Venkataraghavan,Kings XI Punjab,,,,,True,163
164,164,,,Delhi Daredevils,Rajasthan Royals,male,2009,2009/05/17,Indian Premier League,50.0,OUTsurance Oval,Bloemfontein,Delhi Daredevils,bat,AB de Villiers,SS Hazare,IL Howell,ZTA Ndamane,HDPK Dharmasena,J Srinath,Delhi Daredevils,,,,,True,164
165,165,,,Chennai Super Kings,Kolkata Knight Riders,male,2009,2009/05/18,Indian Premier League,51.0,SuperSport Park,Centurion,Chennai Super Kings,bat,BJ Hodge,SJA Taufel,RB Tiffin,JD Cloete,SK Tarapore,S Venkataraghavan,Kolkata Knight Riders,,,,,True,165
166,166,,,Royal Challengers Bangalore,Delhi Daredevils,male,2009,2009/05/19,Indian Premier League,52.0,New Wanderers Stadium,Johannesburg,Delhi Daredevils,bat,JH Kallis,IL Howell,RB Tiffin,KH Hurter,S Asnani,J Srinath,Royal Challengers Bangalore,,,,,True,166
167,167,,,Kolkata Knight Riders,Rajasthan Royals,male,2009,2009/05/20,Indian Premier League,53.0,Kingsmead,Durban,Kolkata Knight Riders,field,LR Shukla,BG Jerling,SJA Taufel,EC Hendrikse,SS Hazare,D Govindjee,Kolkata Knight Riders,,,,,True,167
168,168,,,Chennai Super Kings,Kings XI Punjab,male,2009,2009/05/20,Indian Premier League,54.0,Kingsmead,Durban,Chennai Super Kings,bat,M Muralitharan,BG Jerling,SJA Taufel,EC Hendrikse,SS Hazare,D Govindjee,Chennai Super Kings,,,,,True,168
169,169,,,Delhi Daredevils,Mumbai Indians,male,2009,2009/05/21,Indian Premier League,55.0,SuperSport Park,Centurion,Delhi Daredevils,field,V Sehwag,IL Howell,S Ravi,MW Brown,SK Tarapore,S Venkataraghavan,Delhi Daredevils,,,,,True,169
170,170,,,Royal Challengers Bangalore,Deccan Chargers,male,2009,2009/05/21,Indian Premier League,56.0,SuperSport Park,Centurion,Royal Challengers Bangalore,bat,MK Pandey,IL Howell,S Ravi,MW Brown,SK Tarapore,S Venkataraghavan,Royal Challengers Bangalore,,,,,True,170
171,171,6.0,,Delhi Daredevils,Deccan Chargers,male,2009,2009/05/22,Indian Premier League,,SuperSport Park,Centurion,Deccan Chargers,field,AC Gilchrist,BR Doctrove,DJ Harper,JD Cloete,RE Koertzen,S Venkataraghavan,Deccan Chargers,,,,,True,171
172,172,6.0,,Royal Challengers Bangalore,Chennai Super Kings,male,2009,2009/05/23,Indian Premier League,,New Wanderers Stadium,Johannesburg,Royal Challengers Bangalore,field,MK Pandey,RE Koertzen,SJA Taufel,KH Hurter,IL Howell,J Srinath,Royal Challengers Bangalore,,,,,True,172
173,173,,,Royal Challengers Bangalore,Deccan Chargers,male,2009,2009/05/24,Indian Premier League,,New Wanderers Stadium,Johannesburg,Royal Challengers Bangalore,field,A Kumble,RE Koertzen,SJA Taufel,ZTA Ndamane,DJ Harper,J Srinath,Deccan Chargers,6.0,,,,True,173
174,174,,,Deccan Chargers,Kolkata Knight Riders,male,2009/10,2010/03/12,Indian Premier League,1.0,Dr DY Patil Sports Academy,Mumbai,Deccan Chargers,field,AD Mathews,RE Koertzen,RB Tiffin,SN Bandekar,BG Jerling,AJ Pycroft,Kolkata Knight Riders,11.0,,,,,174
175,175,,,Mumbai Indians,Rajasthan Royals,male,2009/10,2010/03/13,Indian Premier League,2.0,Brabourne Stadium,Mumbai,Mumbai Indians,bat,YK Pathan,RE Koertzen,RB Tiffin,VM Bandiwadekar,BG Jerling,AJ Pycroft,Mumbai Indians,4.0,,,,,175
176,176,5.0,,Kings XI Punjab,Delhi Daredevils,male,2009/10,2010/03/13,Indian Premier League,3.0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Delhi Daredevils,field,G Gambhir,BR Doctrove,S Ravi,C Shamshuddin,SK Tarapore,S Venkataraghavan,Delhi Daredevils,,,,,,176
177,177,7.0,,Kolkata Knight Riders,Royal Challengers Bangalore,male,2009/10,2010/03/14,Indian Premier League,4.0,Eden Gardens,Kolkata,Kolkata Knight Riders,field,MK Tiwary,HDPK Dharmasena,AM Saheba,R Shankar,M Erasmus,Yashpal Sharma,Kolkata Knight Riders,,,,,,177
178,178,,,Chennai Super Kings,Deccan Chargers,male,2009/10,2010/03/14,Indian Premier League,5.0,"MA Chidambaram Stadium, Chepauk",Chennai,Deccan Chargers,bat,WPUJC Vaas,K Hariharan,DJ Harper,J Madanagopal,S Das,D Govindjee,Deccan Chargers,31.0,,,,,178
179,179,6.0,,Rajasthan Royals,Delhi Daredevils,male,2009/10,2010/03/15,Indian Premier League,6.0,"Sardar Patel Stadium, Motera",Ahmedabad,Delhi Daredevils,field,V Sehwag,BG Jerling,RE Koertzen,S Dua,RB Tiffin,AJ Pycroft,Delhi Daredevils,,,,,,179
180,180,8.0,,Royal Challengers Bangalore,Kings XI Punjab,male,2009/10,2010/03/16,Indian Premier League,7.0,M Chinnaswamy Stadium,Bangalore,Kings XI Punjab,bat,JH Kallis,S Das,DJ Harper,KN Ananthapadmanabhan,K Hariharan,D Govindjee,Royal Challengers Bangalore,,,,,,180
181,181,,,Kolkata Knight Riders,Chennai Super Kings,male,2009/10,2010/03/16,Indian Premier League,8.0,Eden Gardens,Kolkata,Chennai Super Kings,bat,MS Dhoni,HDPK Dharmasena,AM Saheba,R Shankar,M Erasmus,Yashpal Sharma,Chennai Super Kings,55.0,,,,,181
182,182,,,Delhi Daredevils,Mumbai Indians,male,2009/10,2010/03/17,Indian Premier League,9.0,Feroz Shah Kotla,Delhi,Delhi Daredevils,field,SR Tendulkar,BR Doctrove,SK Tarapore,A Chaudhary,S Ravi,S Venkataraghavan,Mumbai Indians,98.0,,,,,182
183,183,10.0,,Royal Challengers Bangalore,Rajasthan Royals,male,2009/10,2010/03/18,Indian Premier League,10.0,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,JH Kallis,K Hariharan,DJ Harper,KN Ananthapadmanabhan,S Das,D Govindjee,Royal Challengers Bangalore,,,,,,183
184,184,5.0,,Delhi Daredevils,Chennai Super Kings,male,2009/10,2010/03/19,Indian Premier League,11.0,Feroz Shah Kotla,Delhi,Delhi Daredevils,bat,ML Hayden,BR Doctrove,SK Tarapore,A Chaudhary,S Ravi,S Venkataraghavan,Chennai Super Kings,,,,,,184
185,185,,,Deccan Chargers,Kings XI Punjab,male,2009/10,2010/03/19,Indian Premier League,12.0,Barabati Stadium,Cuttack,Kings XI Punjab,field,A Symonds,BF Bowden,M Erasmus,BK Ravi,AM Saheba,GR Viswanath,Deccan Chargers,6.0,,,,,185
186,186,,,Rajasthan Royals,Kolkata Knight Riders,male,2009/10,2010/03/20,Indian Premier League,13.0,"Sardar Patel Stadium, Motera",Ahmedabad,Rajasthan Royals,bat,AA Jhunjhunwala,RE Koertzen,RB Tiffin,S Dua,BG Jerling,AJ Pycroft,Rajasthan Royals,34.0,,,,,186
